이날 결승타 를 포함 4 타수 2 안타 를 기록 하 는 등 이번 대회 에서 타율 0 . 500 ( 14 타수 7 안타 ) 의 불방망이 를 휘두른 김강석 은 타격상 , 김기표 가 우수 투수상 , 이지영 ( 이상 경성대 ) 이 수훈상 기쁨 을 각각 누렸 고 8 타점 을 올린 박민철 ( 한양대 ) 은 타점상 을 받 았 다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PS O O O B-PS O O O O B-PS O O B-OG O O O O O O O O O O O O B-PS O B-OG O O O O O O O O
권 씨 는 " 지난 3 월 말 미국 을 방문 했 을 때 야 비로소 계약 내용 을 알 게 됐 다 .	B-PS O O O B-DT I-DT I-DT I-DT B-LC O O O O O O O O O O O O O O O
권 씨 는 이날 4 월 28 일 까지 자신 이 쓴 비용 을 모두 갚 겠 다는 더글러스 조 의 사인 이 담긴 서약서 와 한국 과 미국 에서 각각 받 은 공증서 , 구대 성 으로부터 이 문제 에 관해 받 은 위임장 등 도 공개 했 다 .	B-PS O O O B-DT I-DT I-DT I-DT I-DT O O O O O O O O O B-PS I-PS O O O O O O B-LC O B-LC O O O O O O B-PS I-PS O O O O O O O O O O O O O O
마쓰이 는 이 로써 2003 년 6 월 , 지난해 5 월 에 이 어 주간 MVP 를 세 번 째 수상 하 는 기쁨 을 누렸 다 .	B-PS O O O B-DT I-DT I-DT I-DT O B-DT I-DT I-DT O O O B-DT O O O O O O O O O O O O O
마르티네스 는 21 일 ( 한국 시간 ) 메이저 리그 사무국 이 발표 한 AL 올스타 투표 4 차 집계 에서 73 만 8 천 865 표 를 얻 어 테세이 라 ( 69 만 4 천 1 천 57 표 ) 를 4 만 4 천 708 표 차 로 제치 고 1 위 를 달렸 다 .	B-PS O B-DT I-DT O B-LC O O B-OG I-OG I-OG O O O O O O O O O O O O O O O O O O O B-PS I-PS O O O O O O O O O O O O O O O O O O O O O O O O O O O
일본 , 야구 월드컵 참가 로 선회	B-LC O O O O O O
일본 은 2009 년 제 2 회 대회 부터 는 적극 적 으로 대회 운영 의 개선 을 요구 할 방침 이 다 .	B-LC O B-DT I-DT O O O O O O O O O O O O O O O O O O O O
7 , 8 위 LG 와 기아 는 주 중 잠실 에서 , 한화 와 롯데 는 대전 에서 한 치 양보 없 는 접전 을 펼친다 .	O O O O B-OG O B-OG O B-DT I-DT B-LC O O B-OG O B-OG O B-LC O O O O O O O O O O
반면 현대 는 각각 3 승 5 패 , 3 승 6 패 로 저조 한 삼성 과 두산 을 상대 로 5 할 승률 을 유지 해야 상위 권 도약 을 노릴 수 있 다 .	O B-OG O O O O O O O O O O O O O O B-OG O B-OG O O O O O O O O O O O O O O O O O O
데뷔 후 처음 소방수 로 나선 3 년차 정재훈 은 생애 첫 구원왕 기대 에 부풀 어 있 지만 장담 하 기 는 아직 이르 다 .	O O O O O O B-DT I-DT B-PS O O O O O O O O O O O O O O O O O O
또 잘나가 던 노장진 과 권오준 도 6 월 들 어 팀 타선 과 선발 투수진 의 동반 부진 으로 급격 한 하강 곡선 을 그린 팀 성적 과 맞물려 상승세 가 한풀 꺾였 다 .	O O O B-PS O B-PS O B-DT I-DT O O O O O O O O O O O O O O O O O O O O O O O O O O O
선두 쟁탈전 과 피말리 는 4 강 다툼 등 치열 한 팀 순위 싸움 못지 않 게 뜨겁 게 전개 되 고 있 는 구원왕 경쟁 에서 누가 최종 타이틀 홀더 의 영예 를 누릴 지 는 정규 시즌 막판 이 되 서 야 완전 한 윤곽 을 드러낼 전망 이 다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DT I-DT O O O O O O O O O O O O O O
팀 의 양키 스타디움 원정 3 연패 의 충격 을 뒤 로 하 고 이날 등판 한 매덕스 는 4 - 0 으로 앞서 던 3 회 라일 오버베이 에게 중월 투런포 를 맞 고 첫 실점 했 다 .	O O O O O O O O O O O O O O O O O B-PS O O O O O O O O O B-PS I-PS O O O O O O O O O O O
박찬호 의 소속 팀 텍사스 레인저스 가 지구 선두 LA 에인 절스 오브 애너하 임 에 무릎 을 꿇 었 다 .	B-PS O O O B-OG I-OG O O O B-OG I-OG I-OG I-OG I-OG I-OG O O O O O O O
LA 에인절스 선발 버드 는 단 92 개 만 던지 는 경제 적 인 투구 로 9 이닝 동안 텍사스 타선 을 1 점 으로 틀어막 고 시즌 7 승 ( 5 패 ) 째 를 완투승 으로 장식 했 다 .	B-OG I-OG O B-PS O O O O O O O O O O O O O O O B-OG O O O O O O O O O O O O O O O O O O O O O O
" 한 달 쯤 뒤 에 마운드 에 오를 수 있 을 것 같 다 . "	O B-DT I-DT O O O O O O O O O O O O O O
김 감독 은 " 다시 던지 기 위해서 는 뭐 니뭐 니 해도 몸 " 이 라며 " 몸 이 되 고 예전 에 다쳤 던 팔꿈치 가 아프 지 않 아야 한다 " 고 덧붙였 다 .	B-PS O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
일본 과 미국 무대 진출 이 무산 된 뒤 친정 팀 기아 에 재 입단 한 ' 풍운아 ' 최향남 ( 34 ) 이 올 시즌 첫 실전 등판 에 나섰 다 .	B-LC O B-LC O O O O O O O O B-OG O O O O O B-PS O B-PS O O O O B-DT I-DT O O O O O O O
그 는 규약 상 7 월 1 일 이후 부터 1 군 에 등록 할 수 있 다 .	O O O O B-DT I-DT I-DT I-DT I-DT I-DT O O O O O O O O O
김 감독 은 " 김병현 이 요즘 던지 는 것 을 TV 를 통해 봤 는데 메이저 리그 새내기 시절 보여줬 던 배짱 있 는 투구 를 하 지 못하 더라 " 면서 " 타자 들 에 대한 두려움 때문 에 자꾸 도망가 는 피칭 을 한다 " 고 지적 했 다 .	B-PS O O O B-PS O O O O O O O O O O O B-OG I-OG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
` 황금팔 ' 김진우 ( 22 . 기아 ) 가 완봉 쾌투 를 앞세워 힘 이 빠진 롯데 를 3 연패 의 수렁 으로 밀 어 넣 었 다 .	O B-PS O B-PS O O O B-OG O O O O O O O O O B-OG O O O O O O O O O O O O
부상 으로 빠진 이종범 대신 톱타자 겸 지명 타자 로 나선 기아 장성호 는 이날 결승 솔로 홈런 으로 역대 20 번 째 통산 150 홈런 고지 를 밟 았 다 .	O O O B-PS O O O O O O O B-OG B-PS O O O O O O O O O O O O O O O O O O O
' 한국 산 핵 잠수함 ' 김병현 ( 26 . 콜로라도 로키스 ) 이 전성기 시절 의 살 아 있 는 공끝 움직임 을 자랑 하 며 시즌 2 승 째 를 거뒀 다 .	O B-PS I-PS I-PS I-PS O B-PS O O O B-OG I-OG O O O O O O O O O O O O O O O O O O O O O O O
이어 에밀 브라운 의 타석 때 포수 대니 아도인 이 1 루 견제구 를 던졌 는데 이 를 1 루수 토드 헬턴 이 놓치 면서 1 사 2 , 3 루 로 상황 이 바뀌 었 다 .	O B-PS I-PS O O O O B-PS I-PS O O O O O O O O O O O B-PS I-PS O O O O O O O O O O O O O O O O
콜로라도 타선 은 2 회 부터 맹공 을 퍼부 었 고 5 회 까지 8 점 을 뽑 아 주 며 김병현 의 어깨 를 가볍 게 했 다 .	B-OG O O O O O O O O O O O O O O O O O O O O B-PS O O O O O O O O
이날 에 인절스 선발 존 래키 를 상대 로 최희섭 은 2 회 첫 타석 에서 헛 스윙 삼진 , 5 회 에 는 볼넷 을 얻 었 고 7 회 1 사 2 루 의 타점 찬스 에서 는 중견수 직선타 로 아웃 됐 다 . 9 회 에 는 헛 스윙 삼진 으로 물러났 다 .	O O B-OG O B-PS I-PS O O O B-PS O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
뉴욕 메츠 산하 트리플 A 노포크 타이즈 에서 뛰 고 있 는 서재응 ( 28 ) 이 시즌 5 승 째 를 올렸 다 .	B-OG I-OG O B-OG I-OG B-OG I-OG O O O O O B-PS O O O O O O O O O O O O
이승엽 , 침묵 깨 고 2 루 타 . . 타점 추가	B-PS O O O O O O O O O O O
이어 0 - 6 으로 크 게 뒤진 6 회 1 사 2 , 3 루 찬스 에서 3 번 째 타석 에 들어선 이승엽 은 좌익수쪽 깊숙 한 희생 플라이 를 날려 팀 의 첫 타점 을 올렸 다 .	O O O O O O O O O O O O O O O O O O O O O O O O B-PS O O O O O O O O O O O O O O O O
양준혁 은 이어 4 점 차 로 끌려가 던 9 회 1 사 만루 에서 도 1 타점 좌전 적시타 로 통산 1 천 773 안타 를 기록 , 신 기록 행진 을 이 어 갔 다 .	B-PS O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
반면 선발 잔류 시험대 에 올랐 던 임창용 은 6 이닝 8 안타 5 실점 으로 부진 , 선동열 감독 의 믿음 을 얻 는 데 실패 했 다 .	O O O O O O O B-PS O O O O O O O O O O B-PS O O O O O O O O O O O
▲야구 하 면서 앞 만 보 고 달려왔 고 남 들 보다 더 열심히 해왔 다고 자부 한다 . 언제나 그렇 듯이 내 갈 길 을 간다는 생각 으로 열심히 해왔 던 게 오늘 로 이어진 것 같 다 . 한국 야구 의 새로운 역사 를 열 었 다고 생각 한다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DT O O O O O O B-LC O O O O O O O O O O O
양준혁 , 타격 기록 모두 다 바꿔	B-PS O O O O O O
통산 최다 득점 을 넘어서 면 통산 최다 타점 이 기다리 고 있 다 . 양준혁 자신 이 안타 다음 으로 애착 을 보이 고 있 는 분 야 .	O O O O O O O O O O O O O O O B-PS O O O O O O O O O O O O O O
올 시즌 후 FA ( 자유 계약 ) 신분 을 재 취득 하 는 양준혁 이 향후 2 ~ 3 년 간 선수 생활 을 연장 한다면 통산 타율 부문 에서 도 새 역사 를 쓰 는 것 도 가능 하 다 .	B-DT I-DT O O O O O O O O O O O O B-PS O O B-DT I-DT I-DT I-DT I-DT O O O O O O O O O O O O O O O O O O O O O
' 제구력 의 마술사 ' 그렉 매덕스 ( 시카고 컵스 ) 가 통산 312 승 째 를 거두 며 역대 다승 단독 17 위 로 뛰어올랐 다 .	O B-PS I-PS I-PS O B-PS I-PS O B-OG I-OG O O O O O O O O O O O O O O O O O O
이승엽 ( 29 . 롯데 마린스 ) 이 이틀 연속 안타 를 터트리 며 타격감 을 조율 했 다 .	B-PS O O O B-OG I-OG O O B-DT O O O O O O O O O O O
7 회 무사 1 루 에서 는 유격수 앞 병살타 를 쳐 찬스 를 무산 시킨 이승엽 은 5 - 0 으로 앞선 9 회 무사 에서 상대 2 번 째 투수 우완 곤도 에게 볼넷 을 골라낸 뒤 대주자 시로타 로 교체 돼 경기 를 마쳤 다 .	O O O O O O O O O O O O O O O O B-PS O O O O O O O O O O O O O O O O B-PS O O O O O O O O O O O O O O O
이 로써 최근 3 연승 으로 43 승 25 패 를 기록 한 두산 은 이날 SK 에 패한 삼성 과 동률 을 기록 , 지난 5 월 18 일 이후 39 일 만 에 공동 1 위 에 올라 뜨거운 선두 경쟁 을 예고 했 다 .	O O O O O O O O O O O O O B-OG O O B-OG O O B-OG O O O O O B-DT I-DT I-DT I-DT I-DT I-DT B-DT I-DT O O O O O O O O O O O O O O O
또 8 안타 를 친 두산 은 1 번 에서 7 번 타자 중 홍성흔 과 홍원기 만 이 1 안타 씩 을 기록 하 며 부진 했 지만 7 , 8 , 9 번 인 임재철 - 손시헌 - 나주환 이 각각 2 안타 씩 으로 6 안타 를 합작 했 다 .	O O O O O B-OG O O O O O O O O B-PS O B-PS O O O O O O O O O O O O O O O O O O O B-PS O B-PS O B-PS O O O O O O O O O O O O O
삼성 은 8 회 2 사 만루 에서 박한이 가 2 타점 중전 안타 를 날려 영패 를 면했 다 .	B-OG O O O O O O O B-PS O O O O O O O O O O O O
김경문 두산 감독 이 올 시즌 경기 가 끝난 뒤 거의 빠짐없이 부르 는 레퍼토리 는 " 백업 선수 들 이 주전 선수 들 의 공백 이 느껴 지 지 않 을 만큼 잘 하 는 게 감독 으로서 는 무척 기특 하 다 " 는 말 .	B-PS B-OG O O B-DT I-DT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
두산 코칭스태프 는 선수 들 간 의 치열 한 물밑 경쟁 을 흡족 한 표정 으로 지켜보 고 있 다 .	B-OG O O O O O O O O O O O O O O O O O O O O
최희섭 은 27 일 ( 이하 한국 시간 ) 에인절 스타디움 에서 벌어진 LA 에인절스 와 의 원정 경기 에 1 루수 겸 5 번 타자 로 선발 출장 했 으나 3 타수 무 안타 에 그쳤 다 .	B-PS O B-DT I-DT O O B-LC O O O O O O B-OG I-OG O O O O O O O O O O O O O O O O O O O O O O O O
폭스 스포츠 " 과연 같 은 박찬호 맞 나 ? "	B-OG I-OG O O O O B-PS O O O O
박찬호 는 22 일 LA 에인 절스전 에서 1 회 에 만 7 안타 를 맞 고 5 실점 했 고 2 회 에 는 아웃 카운트 하나 잡 지 못하 고 연속 3 안타 를 맞 고 강판 당했 다 .	B-PS O B-DT I-DT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
하지만 그리브 역시 " 그러나 5 일 전 박찬호 가 오늘 같 은 공 을 던졌 다면 그날 박찬호 의 성적 은 훨씬 좋 았 을 것 " 이 라며 이날 박찬호 의 구위 에 높 은 점수 를 주 었 다 .	O B-PS O O O B-DT I-DT I-DT B-PS O B-DT O O O O O O O B-PS O O O O O O O O O O O O B-PS O O O O O O O O O O O
오클랜드 애슬레틱스 가 팀 역사 상 최다 득점 차 영봉승 기록 을 세우 며 ' 베이 ( Bay ) ' 라이벌 샌프란시스코 를 대파 했 다 .	B-OG I-OG O O O O O O O O O O O O O O O O O O O B-OG O O O O O
샌프란시스코 는 선발 브렛 톰코 가 2 ⅔ 이닝 동안 10 피 안타 6 실점 하 고 일찌감치 강판 한 가운데 브랜 든 푸퍼 , 제이슨 크리스티안센 등 구원진 마저 각각 5 실점 씩 하 는 난조 속 에 4 연패 에 빠졌 다 . 오클랜드 는 4 연승 으로 희비 가 극명 하 게 엇갈렸 다 .	B-OG O O B-PS I-PS O O O O O O O O O O O O O O O O B-PS I-PS I-PS O B-PS I-PS O O O O O O O O O O O O O O O O O O B-OG O O O O O O O O O O O O
존스 는 이 로써 시즌 24 호 를 기록 해 ' 트리플 크라운 ' 을 노리 는 데릭 리 ( 시카고 컵스 ) 와 의 격차 를 2 개 로 벌리 며 내셔널 리그 는 물론 빅리그 전체 홈런 더비 1 위 를 질주 하 고 있 다 .	B-PS O O O O O O O O O O O O O O O O B-PS I-PS O B-OG I-OG O O O O O O O O O O B-OG I-OG O O O O O O O O O O O O O O O
홍성흔 , 정재훈 ( 이상 두산 ) , 이병규 , 박용택 ( 이상 LG ) 등 4 명 의 서울 을 연고지 로 삼 는 구단 들 의 간판스타 들 은 27 일 서울 역삼초등학교 를 방문 해 꿈 나무 들 과 진솔 한 대화 를 나눴 다 .	B-PS O B-PS O O B-OG O O B-PS O B-PS O O B-OG O O O O O B-LC O O O O O O O O O O O B-DT I-DT B-OG I-OG O O O O O O O O O O O O O O
역삼초등학교 를 졸업 한 마무리 투수 정재훈 은 ' 야구 클리닉 ' 을 마친 뒤 " 참 덥 다 " 는 말 로 소감 을 갈음 했 다 .	B-OG O O O O O B-PS O O O O O O O O O O O O O O O O O O O O O O
프로 야구 SK 와이번스 는 지난 25 일 퇴출 한 호세 카브레라 대체 용병 으로 도미니카공화국 출신 의 우완 넬슨 크루즈 ( 33 ) 와 계약 했 다고 27 일 밝혔 다 .	O O B-OG I-OG O B-DT I-DT I-DT O O B-PS I-PS O O O B-LC O O O B-PS I-PS O O O O O O O B-DT I-DT O O O
이제 7 월 12 일 올스타 휴식 기간 까지 남 은 전반기 등판 은 7 월 2 일 시애틀 매리너스전 과 7 월 7 일 보스턴 레드삭스전 두 경기 뿐 . 박찬호 는 남 은 두 경기 에서 의미 있 는 전반기 9 승 도전 에 나서 게 된다 .	O B-DT I-DT I-DT I-DT B-DT I-DT I-DT I-DT O O B-DT O O B-DT I-DT I-DT I-DT O O O B-DT I-DT I-DT I-DT O O O O O O B-PS O O O O O O O O O B-DT O O O O O O O O
박찬호 는 지난해 까지 시애틀 전 7 경기 에 등판 해 4 승 2 패 방어 율 2 . 13 의 뛰어난 성적 을 거뒀 고 특히 세이프코 필드 에서 는 5 경기 에 등판 해 3 승 1 패 방어 율 0 . 79 의 놀라운 성적 을 남겼 다 .	B-PS O B-DT I-DT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
텍사스 레인저스 가 지구 선두 LA 에인절스 에 대패 했 다 .	B-OG I-OG O O O B-OG I-OG O O O O O
통산 텍사스전 15 승 5 패 를 기록 한 그 는 2003 년 시카고 화이트삭스 시절 1 승 , 지난해 6 승 , 올해 3 승 등 텍사스 전 10 연승 을 내달리 며 ' 보안관 ' 잡 는 사냥 꾼 으로 확실히 자리매김 했 다 .	O O O O O O O O O O O B-DT I-DT B-OG I-OG O O O O B-DT O O O B-DT O O O O O O O O O O O O O O O O O O O O O O O
이순철 LG 감독 ( 44 ) 은 " 이병규 가 우리 팀 외야수 가운데 어깨 가 가장 좋 다 .	B-PS B-OG O O O O O O B-PS O O O O O O O O O O O
기아 의 심재학 ( 33 ) 도 대표 적 인 강견 외야수 .	B-OG O B-PS O O O O O O O O O O
한편 이병규 는 28 일 수원 현대전 에서 편도선 이 부어올라 올 시즌 처음 으로 결장 했 다 .	O B-PS O B-DT I-DT O O O O O O B-DT I-DT O O O O O O
문동환 은 지난달 22 일 대구 삼성전 에서 도 외국인 투수 해크먼 과 맞붙 어 8 - 2 완투승 을 이끌 고 팀 의 삼성전 5 연패 수렁 에서 건진 바 있 다 .	B-PS O B-DT I-DT I-DT O O O O O O B-PS O O O O O O O O O O O O O O O O O O O O O O
문동환 은 경기 후 " 뒤 에서 잘 막 아 준 투수 들 에게 고마움 을 전한다 " 면서 " 팀 에서 선발 등판 간격 을 딱딱 지켜 주 는 덕분 에 요즘 페이스 가 좋 다 . 요즘 같 으면 삼성 뿐 아니 라 어떤 팀 과 만나 도 해볼 만 하 다고 생각 한다 " 고 자신감 을 드러냈 다 .	B-PS O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-OG O O O O O O O O O O O O O O O O O O O O O
중심 타선 의 장원진 , 최경환 , 강봉규 이 삼진 으로 돌아섰 고 무서운 하위 타선 으로 맹타 를 휘두르 고 있 는 홍원기 , 임재철 , 손시헌 , 나주환 도 한 차례 씩 수모 를 당했 다 .	O O O B-PS O B-PS O B-PS O O O O O O O O O O O O O O O B-PS O B-PS O B-PS O B-PS O O O O O O O O O
' 닥터 K ' 이용훈 의 올 시즌 목표 는 탈삼진왕 이 아닌 승수 였 다 .	O B-PS I-PS O B-PS O B-DT I-DT O O O O O O O O O
두산 의 파이터 홍성흔 ( 28 ) 은 새끼 발가락 부상 으로 안방 을 용덕한 에게 내준 지 오래 다 .	B-OG O O B-PS O O O O O O O O O O B-PS O O O O O O
양 팀 은 각각 이정식 , 송산 이 라는 백업 포수 가 있 으나 주전 들 과 기량 차 가 현격 해 이 들 의 빈자리 를 얼마 만큼 채워줄 수 있 을지 는 미지수 다 .	O O O O B-PS O B-PS O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
현대 도 김동수 ( 37 ) 가 큰 부상 없이 안방 을 지켜 주 는 덕분 에 마운드 불안 에 도 불구 시름 을 덜 고 있 다 . 한화 는 이도 형 대신 안방 을 꿰찬 신경현 이 안정감 있 는 리드 를 보여 주 면서 중위 권 을 지키 고 있 다 .	B-OG O B-PS O O O O O O O O O O O O O O O O O O O O O O O O O O B-OG O B-PS I-PS O O O O B-PS O O O O O O O O O O O O O O O O O
타선 에선 ` 간판 ' 이병규 가 편도선 염증 으로 한 경기 결장 했 음 에 도 박용택 이 최근 5 경기 에서 1 홈런 등 타율 0 . 429 ( 21 타수 9 안타 ) 로 공격 을 주도 하 고 있 다 .	O O O O O B-PS O O O O O O O O O O O B-PS O O O O O O O O O O O O O O O O O O O O O O O O O O O
또 28 일 삼성전 에서 선발 문동환 의 호투 로 간신히 3 연패 를 끊 은 한화 는 정민철 - 문동환 - 김해님 - 송진우 - 최영필 로 이어지 는 선발진 이 무게감 이 떨어지 고 불펜진 도 약해 비 가 은근히 반갑 고 3 연패 에 빠져 선두 수성 에 빨간 불 이 켜 진 삼성도 투 . 타 불 균형 을 해소 하 며 전력 을 재 정비 할 수 있 는 장맛비 가 보약 이 될 것 으로 보인다 .	O B-DT I-DT O O O B-PS O O O O O O O O O B-OG O B-PS O B-PS O B-PS O B-PS O B-PS O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-OG O O O O O O O O O O O O O O O O O O O O O O O O O O
정 총장 은 서울대 경제학 과 를 졸업 하 고 한국은행 에 잠시 다니 다가 미국 유학 을 간 뒤 한동안 메이저 리그 에 푹 빠졌 다고 한다 .	B-PS O O B-OG B-OG I-OG O O O O B-OG O O O O B-LC O O O O O B-OG I-OG O O O O O O
또 서울대 야구부 가 중견 야구인 들 의 모임 인 ` 일구회 ' 로부터 ` 일구상 대상 ' 을 받 게 되 자 지난해 12 월 시상식 에 이례 적 으로 직접 참석 해 상패 를 받 기 도 했 다 .	O B-OG I-OG O O O O O O O O B-OG O O O O O O O O O O O B-DT I-DT I-DT O O O O O O O O O O O O O O O O
최희섭 , 2 루타 포함 3 타수 1 안타	B-PS O O O O O O O O
최희섭 은 4 회 무사 1 루 에서 들어선 두 번 째 타석 에서 는 2 루수 플라이 로 물러났 고 7 회 에 도 선두 타자 로 나와 2 루 땅볼 에 그쳤 다 .	B-PS O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
용덕한 은 태그아웃 을 원 심판 에게 항의 했 지만 판정 은 번복 되 지 않 았 고 정수근 의 현란 한 주루 플레이 가 돋보인 ` 할리우드 액션 ' 은 롯데 가 5 - 0 으로 크 게 앞선 상황 이 라 그대로 묻혀 버렸 다 .	B-PS O O O O O O O O O O O O O O O O O B-PS O O O O O O O O O O O O B-OG O O O O O O O O O O O O O O O O
몇 년 전 배구 슈퍼 리그 때 김세진 ( 삼성화재 ) 은 심판 이 현대 공격수 가 때린 공 을 아웃 선언 했 음 에 도 자신 의 몸 을 맞 고 나갔 다며 터치아웃 을 인정 했 다 " 며 김세진 의 페어플레이 를 본받 으라고 따끔 하 게 충고 했 다 .	B-DT I-DT I-DT O O O O B-PS O B-OG O O O O B-OG O O O O O O O O O O O O O O O O O O O O O O O O O O B-PS O O O O O O O O O O O O
서울고 , 1 회 전 통과	B-OG O O O O O
삼성 4 연패 .. 2 위 추락	B-OG O O O O O O
삼성 은 3 회 초 볼넷 으로 출루 한 강동우 가 포수 악송구 를 틈 타 1 점 을 만회 했 지만 한화 는 3 회 말 조원우 가 좌전 안타 로 출루 하 자 김인철 이 우중간 2 루 타 로 불러들여 1 점 을 보탠 뒤 제이 데이비스 가 2 점 홈런 을 외야 스탠드 에 꽂 아 6 - 2 로 달아났 다 .	B-OG O O O O O O O O B-PS O O O O O O O O O O O O B-OG O O O O B-PS O O O O O O O B-PS O O O O O O O O O O O O B-PS I-PS O O O O O B-LC O O O O O O O O O O O
서재응 , 12 연속 퀄리티 스타트 로 6 승 째	B-PS O O O O O O O O O
박찬호 홈피 , 생생 한 사진 . 기사 서비스	B-PS O O O O O O O O
지난 27 일 휴스턴 애스트로스전 에 등판 했 던 박찬호 경기 장면 이 시험 적 으로 홈피 에 게재 돼 벌써 팬 들 의 뜨거운 호응 을 얻 고 있 다 .	B-DT I-DT I-DT O O O O O O B-PS O O O O O O O O O O O O O O O O O O O O O O
광주일고 는 30 일 동대문 구장 에서 벌어진 대회 16 강전 에서 장단 16 안타 를 몰아쳐 군산상고 에 10 - 0 으로 7 회 콜드 게임승 을 거뒀 다 .	B-OG O B-DT I-DT O O O O O O O O O O O O O B-OG O O O O O O O O O O O O O
김광현 , ` 차세대 닥터 K ' 로 부상	B-PS O O O B-PS I-PS O O O
